114.25 25.5 282.585	486.749	-2.48217	-0.740087
114.5 25.5 281.835	332.749	-2.25217	-1.21009
114.75 25.5 281.465	232.749	-1.75217	-1.79009
115 25.5 281.105	286.749	-0.932173	-1.92009
115.25 25.5 281.315	366.749	-0.132173	-1.69009
115.5 25.5 282.495	382.749	0.337827	-1.45009
115.75 25.5 283.995	411.749	0.607827	-1.39009
116 25.5 285.795	488.749	0.917827	-1.19009
116.25 25.5 288.635	509.749	1.11783	-0.440087
116.5 25.5 291.125	563.749	1.08783	0.699913
116.75 25.5 291.745	734.749	0.757827	1.68991
117 25.5 291.695	815.749	-0.0521729	2.14991
117.25 25.5 292.245	669.749	-0.992173	2.07991
117.5 25.5 291.775	608.749	-1.28217	1.89991
117.75 25.5 290.145	688.749	-1.08217	1.74991
118 25.5 288.915	708.749	-1.13217	1.57991
118.25 25.5 288.245	641.749	-1.53217	1.26991
118.5 25.5 287.375	576.749	-1.72217	0.689913
118.75 25.5 286.755	452.749	-1.69217	-0.260087
119 25.5 286.515	264.749	-1.75217	-1.84009
119.25 25.5 286.215	111.749	-2.16217	-4.26009
119.5 25.5 285.875	45.7492	-2.89217	-7.07009
119.75 25.5 285.825	28.7492	-3.61217	-9.10009
120 25.5 286.145	24.7492	-4.16217	-9.89009
120.25 25.5 286.705	10.7492	-4.68217	-9.85009
120.5 25.5 287.195	7.74919	-5.32217	-9.55009
120.75 25.5 287.585	26.7492	-6.05217	-9.04009
121 25.5 288.275	32.7492	-6.78217	-8.21009
121.25 25.5 289.265	17.7492	-7.37217	-7.18009
121.5 25.5 290.245	9.74919	-7.65217	-6.32009
121.75 25.5 291.135	13.7492	-7.59217	-5.96009
122 25.5 292.015	13.7492	-7.40217	-5.84009
122.25 25.5 292.815	15.7492	-7.18217	-5.55009
122.5 25.5 293.415	22.7492	-7.04217	-4.87009
122.75 25.5 293.875	25.7492	-7.10217	-3.98009
123 25.5 294.295	23.7492	-7.35217	-3.27009
123.25 25.5 294.635	23.7492	-7.61217	-2.90009
123.5 25.5 294.895	22.7492	-7.67217	-2.73009
123.75 25.5 295.055	21.7492	-7.45217	-2.51009
124 25.5 295.105	23.7492	-7.02217	-2.08009
124.25 25.5 295.105	23.7492	-6.58217	-1.52009
124.5 25.5 295.085	22.7492	-6.26217	-1.01009
124.75 25.5 295.005	22.7492	-6.12217	-0.660087
125 25.5 294.845	23.7492	-6.11217	-0.530087
125.25 25.5 294.645	22.7492	-6.10217	-0.600087
125.5 25.5 294.445	23.7492	-5.96217	-0.800087
125.75 25.5 294.255	22.7492	-5.67217	-1.08009
126 25.5 294.135	22.7492	-5.30217	-1.35009
126.25 25.5 294.055	22.7492	-4.91217	-1.56009
126.5 25.5 294.015	23.7492	-4.56217	-1.69009
126.75 25.5 294.025	22.7492	-4.26217	-1.73009
127 25.5 294.065	23.7492	-4.03217	-1.72009
127.25 25.5 294.135	22.7492	-3.87217	-1.69009
127.5 25.5 294.225	22.7492	-3.78217	-1.66009
127.75 25.5 294.325	22.7492	-3.76217	-1.65009
128 25.5 294.415	22.7492	-3.79217	-1.65009
128.25 25.5 294.495	22.7492	-3.86217	-1.65009
128.5 25.5 294.545	23.7492	-3.99217	-1.63009
128.75 25.5 294.595	22.7492	-4.20217	-1.60009
129 25.5 294.635	23.7492	-4.47217	-1.58009
129.25 25.5 294.675	23.7492	-4.77217	-1.62009
129.5 25.5 294.705	22.7492	-5.02217	-1.73009
129.75 25.5 294.715	22.7492	-5.17217	-1.94009
130 25.5 294.725	22.7492	-5.19217	-2.23009
130.25 25.5 294.715	22.7492	-5.09217	-2.60009
130.5 25.5 294.715	22.7492	-4.85217	-3.00009
130.75 25.5 294.725	22.7492	-4.47217	-3.40009
131 25.5 294.765	22.7492	-3.98217	-3.76009
131.25 25.5 294.845	23.7492	-3.37217	-3.96009
131.5 25.5 294.965	23.7492	-2.67217	-3.87009
131.75 25.5 295.085	22.7492	-1.90217	-3.29009
132 25.5 295.175	23.7492	-1.11217	-2.13009
132.25 25.5 295.225	22.7492	-0.312173	-0.500087
132.5 25.5 295.255	22.7492	0.467827	1.28991
132.75 25.5 295.305	22.7492	1.21783	2.86991
133 25.5 295.375	22.7492	1.85783	3.74991
133.25 25.5 295.455	23.7492	2.37783	3.91991
133.5 25.5 295.505	23.7492	2.70783	3.49991
133.75 25.5 295.525	23.7492	2.72783	2.76991
134 25.5 295.475	22.7492	2.39783	2.07991
134.25 25.5 295.365	22.7492	1.85783	1.68991
134.5 25.5 295.245	22.7492	1.43783	1.62991
134.75 25.5 295.135	23.7492	1.34783	1.72991
135 25.5 295.055	23.7492	1.65783	1.80991
110 25.75 279.635	761.749	-2.90217	-1.12009
110.25 25.75 278.985	765.749	-3.29217	-1.65009
110.5 25.75 279.005	605.749	-4.08217	-1.82009
110.75 25.75 278.505	515.749	-4.44217	-1.72009
111 25.75 277.675	521.749	-3.86217	-1.86009
111.25 25.75 277.395	522.749	-2.91217	-2.33009
111.5 25.75 277.855	486.749	-2.42217	-2.63009
111.75 25.75 278.385	443.749	-2.35217	-2.46009
112 25.75 278.665	382.749	-2.33217	-2.25009
112.25 25.75 278.415	323.749	-2.22217	-2.41009
112.5 25.75 277.565	326.749	-1.77217	-2.67009
112.75 25.75 277.195	376.749	-0.932173	-2.37009
113 25.75 278.215	432.749	-0.342173	-1.67009
113.25 25.75 280.045	550.749	-0.402173	-1.07009
113.5 25.75 281.765	735.749	-0.842173	-0.790087
113.75 25.75 282.895	846.749	-1.34217	-0.610087
114 25.75 283.265	754.749	-1.81217	-0.440087
114.25 25.75 282.955	528.749	-2.26217	-0.510087
114.5 25.75 282.165	317.749	-2.46217	-0.930087
114.75 25.75 281.185	235.749	-2.07217	-1.42009
115 25.75 280.595	281.749	-1.04217	-1.59009
115.25 25.75 280.855	320.749	-0.0821728	-1.50009
115.5 25.75 281.895	312.749	0.357827	-1.44009
115.75 25.75 283.125	326.749	0.497827	-1.56009
116 25.75 284.525	399.749	0.697827	-1.64009
116.25 25.75 286.685	464.749	0.987827	-1.30009
116.5 25.75 288.935	541.749	1.12783	-0.500087
116.75 25.75 290.225	665.749	0.867827	0.429913
117 25.75 290.915	726.749	-0.0121729	1.08991
117.25 25.75 291.425	667.749	-1.08217	1.37991
117.5 25.75 290.945	663.749	-1.49217	1.52991
117.75 25.75 289.665	730.749	-1.39217	1.61991
118 25.75 288.555	757.749	-1.44217	1.69991
118.25 25.75 287.525	748.749	-1.72217	1.74991
118.5 25.75 286.325	723.749	-1.85217	1.49991
118.75 25.75 285.515	610.749	-1.82217	0.809913
119 25.75 285.175	419.749	-1.75217	-0.390087
119.25 25.75 284.995	234.749	-1.81217	-2.38009
119.5 25.75 285.105	100.749	-2.29217	-5.15009
119.75 25.75 285.385	30.7492	-3.04217	-7.61009
120 25.75 285.625	23.7492	-3.73217	-8.95009
120.25 25.75 285.975	29.7492	-4.22217	-9.24009
120.5 25.75 286.525	17.7492	-4.64217	-9.02009
120.75 25.75 287.085	14.7492	-5.06217	-8.61009
121 25.75 287.685	21.7492	-5.55217	-8.07009
121.25 25.75 288.475	22.7492	-6.12217	-7.44009
121.5 25.75 289.385	17.7492	-6.66217	-6.83009
121.75 25.75 290.225	18.7492	-7.01217	-6.42009
122 25.75 290.925	21.7492	-7.20217	-6.22009
122.25 25.75 291.525	23.7492	-7.27217	-6.13009
122.5 25.75 292.025	24.7492	-7.28217	-6.03009
122.75 25.75 292.475	24.7492	-7.34217	-5.88009
123 25.75 292.905	22.7492	-7.49217	-5.69009
123.25 25.75 293.275	22.7492	-7.57217	-5.47009
123.5 25.75 293.595	23.7492	-7.43217	-5.15009
123.75 25.75 293.865	23.7492	-7.06217	-4.66009
124 25.75 294.075	23.7492	-6.55217	-3.97009
124.25 25.75 294.265	23.7492	-6.09217	-3.14009
124.5 25.75 294.415	23.7492	-5.80217	-2.29009
124.75 25.75 294.475	23.7492	-5.72217	-1.54009
125 25.75 294.425	23.7492	-5.80217	-1.04009
125.25 25.75 294.285	22.7492	-5.84217	-0.820087
125.5 25.75 294.085	23.7492	-5.74217	-0.850087
125.75 25.75 293.895	22.7492	-5.47217	-1.06009
126 25.75 293.745	22.7492	-5.10217	-1.35009
126.25 25.75 293.635	23.7492	-4.66217	-1.63009
126.5 25.75 293.575	23.7492	-4.24217	-1.84009
126.75 25.75 293.555	22.7492	-3.86217	-1.98009
127 25.75 293.565	23.7492	-3.55217	-2.03009
127.25 25.75 293.615	22.7492	-3.36217	-2.02009
127.5 25.75 293.695	22.7492	-3.28217	-1.99009
127.75 25.75 293.785	23.7492	-3.28217	-1.97009
128 25.75 293.875	22.7492	-3.33217	-1.97009
128.25 25.75 293.965	22.7492	-3.43217	-2.00009
128.5 25.75 294.035	23.7492	-3.57217	-2.01009
128.75 25.75 294.115	22.7492	-3.77217	-2.01009
129 25.75 294.165	22.7492	-4.04217	-2.01009
129.25 25.75 294.205	23.7492	-4.37217	-2.06009
129.5 25.75 294.225	22.7492	-4.68217	-2.18009
129.75 25.75 294.235	22.7492	-4.88217	-2.41009
130 25.75 294.225	23.7492	-4.95217	-2.72009
130.25 25.75 294.225	22.7492	-4.88217	-3.11009
130.5 25.75 294.225	22.7492	-4.68217	-3.56009
130.75 25.75 294.235	23.7492	-4.37217	-4.04009
131 25.75 294.265	22.7492	-3.99217	-4.50009
131.25 25.75 294.345	23.7492	-3.57217	-4.85009
131.5 25.75 294.475	23.7492	-3.10217	-4.98009
131.75 25.75 294.645	22.7492	-2.58217	-4.67009
132 25.75 294.805	22.7492	-1.97217	-3.79009
132.25 25.75 294.935	23.7492	-1.25217	-2.36009
132.5 25.75 295.045	23.7492	-0.402173	-0.570087
132.75 25.75 295.145	22.7492	0.547827	1.22991
133 25.75 295.265	23.7492	1.45783	2.54991
133.25 25.75 295.365	22.7492	2.24783	3.17991
133.5 25.75 295.425	22.7492	2.81783	3.13991
133.75 25.75 295.435	22.7492	3.08783	2.61991
134 25.75 295.375	22.7492	2.99783	1.98991
134.25 25.75 295.275	23.7492	2.67783	1.54991
134.5 25.75 295.155	23.7492	2.39783	1.42991
134.75 25.75 295.055	22.7492	2.33783	1.51991
135 25.75 294.995	22.7492	2.55783	1.65991
110 26 279.015	885.749	-3.20217	-0.570087
110.25 26 277.305	1069.75	-3.35217	-0.870087
110.5 26 276.945	948.749	-3.55217	-1.49009
110.75 26 277.335	700.749	-3.68217	-1.96009
111 26 277.935	479.749	-3.38217	-2.18009
111.25 26 278.425	363.749	-2.84217	-2.23009
111.5 26 278.285	406.749	-2.50217	-2.09009
111.75 26 277.515	536.749	-2.35217	-1.81009
112 26 277.065	573.749	-2.30217	-1.65009
112.25 26 277.135	468.749	-2.16217	-1.81009
112.5 26 277.065	343.749	-1.45217	-2.16009
112.75 26 277.265	275.749	-0.132173	-2.19009
113 26 278.605	244.749	0.647827	-1.70009
113.25 26 280.465	347.749	0.347827	-0.990087
113.5 26 281.485	666.749	-0.412173	-0.440087
113.75 26 281.485	996.749	-0.872173	-0.180087
114 26 281.735	973.749	-1.20217	-0.200087
114.25 26 282.295	638.749	-1.82217	-0.500087
114.5 26 282.085	326.749	-2.36217	-0.960087
114.75 26 280.945	239.749	-2.14217	-1.32009
115 26 280.365	266.749	-1.17217	-1.43009
115.25 26 280.825	268.749	-0.292173	-1.41009
115.5 26 281.645	267.749	0.0878271	-1.41009
115.75 26 282.455	291.749	0.167827	-1.52009
116 26 283.465	351.749	0.287827	-1.67009
116.25 26 284.905	437.749	0.537827	-1.65009
116.5 26 286.715	519.749	0.777827	-1.29009
116.75 26 288.615	562.749	0.667827	-0.680087
117 26 290.155	556.749	-0.132173	-0.0600867
117.25 26 290.655	564.749	-1.22217	0.459913
117.5 26 290.115	625.749	-1.75217	0.919913
117.75 26 289.305	671.749	-1.77217	1.27991
118 26 288.765	655.749	-1.81217	1.60991
118.25 26 288.065	635.749	-2.03217	1.89991
118.5 26 286.955	624.749	-2.23217	1.84991
118.75 26 285.885	561.749	-2.31217	1.31991
119 26 284.985	448.749	-2.19217	0.429913
119.25 26 284.345	313.749	-1.89217	-1.00009
119.5 26 284.435	160.749	-1.99217	-3.30009
119.75 26 284.895	47.7492	-2.66217	-5.77009
120 26 285.215	14.7492	-3.49217	-7.58009
120.25 26 285.415	25.7492	-4.08217	-8.47009
120.5 26 285.785	27.7492	-4.36217	-8.68009
120.75 26 286.355	19.7492	-4.53217	-8.49009
121 26 287.005	20.7492	-4.79217	-8.07009
121.25 26 287.745	26.7492	-5.23217	-7.55009
121.5 26 288.555	27.7492	-5.74217	-7.01009
121.75 26 289.315	26.7492	-6.15217	-6.56009
122 26 289.915	26.7492	-6.47217	-6.33009
122.25 26 290.405	24.7492	-6.73217	-6.36009
122.5 26 290.815	21.7492	-6.89217	-6.56009
122.75 26 291.155	22.7492	-7.01217	-6.79009
123 26 291.485	23.7492	-7.11217	-6.93009
123.25 26 291.805	22.7492	-7.13217	-6.92009
123.5 26 292.095	22.7492	-6.96217	-6.73009
123.75 26 292.375	23.7492	-6.56217	-6.36009
124 26 292.695	22.7492	-6.02217	-5.78009
124.25 26 293.035	22.7492	-5.53217	-5.01009
124.5 26 293.365	22.7492	-5.23217	-4.07009
124.75 26 293.625	23.7492	-5.18217	-3.06009
125 26 293.775	22.7492	-5.32217	-2.13009
125.25 26 293.775	22.7492	-5.47217	-1.47009
125.5 26 293.665	22.7492	-5.46217	-1.13009
125.75 26 293.515	22.7492	-5.29217	-1.07009
126 26 293.365	22.7492	-4.98217	-1.21009
126.25 26 293.235	22.7492	-4.56217	-1.46009
126.5 26 293.155	22.7492	-4.10217	-1.74009
126.75 26 293.095	22.7492	-3.62217	-1.98009
127 26 293.085	23.7492	-3.20217	-2.16009
127.25 26 293.115	23.7492	-2.90217	-2.24009
127.5 26 293.175	22.7492	-2.75217	-2.26009
127.75 26 293.255	22.7492	-2.69217	-2.25009
128 26 293.335	22.7492	-2.71217	-2.25009
128.25 26 293.445	22.7492	-2.83217	-2.28009
128.5 26 293.545	22.7492	-3.02217	-2.31009
128.75 26 293.635	22.7492	-3.27217	-2.34009
129 26 293.705	22.7492	-3.56217	-2.38009
129.25 26 293.755	23.7492	-3.91217	-2.45009
129.5 26 293.785	22.7492	-4.25217	-2.58009
129.75 26 293.785	22.7492	-4.49217	-2.78009
130 26 293.785	22.7492	-4.58217	-3.04009
130.25 26 293.785	22.7492	-4.50217	-3.37009
130.5 26 293.785	22.7492	-4.29217	-3.77009
130.75 26 293.805	22.7492	-3.99217	-4.23009
131 26 293.845	22.7492	-3.65217	-4.73009
131.25 26 293.915	22.7492	-3.32217	-5.21009
131.5 26 294.045	23.7492	-3.03217	-5.58009
131.75 26 294.215	22.7492	-2.76217	-5.66009
132 26 294.415	22.7492	-2.45217	-5.31009
132.25 26 294.585	22.7492	-2.02217	-4.46009
132.5 26 294.735	23.7492	-1.39217	-3.17009
132.75 26 294.865	22.7492	-0.562173	-1.66009
133 26 294.995	23.7492	0.417827	-0.290087
133.25 26 295.115	23.7492	1.38783	0.639913
133.5 26 295.195	23.7492	2.22783	1.01991
133.75 26 295.225	23.7492	2.82783	0.949913
134 26 295.205	22.7492	3.12783	0.669913
134.25 26 295.125	23.7492	3.21783	0.459913
134.5 26 295.035	23.7492	3.24783	0.479913
134.75 26 294.965	22.7492	3.34783	0.669913
135 26 294.925	23.7492	3.55783	0.939913
110 26.25 278.685	844.749	-3.07217	-0.0100867
110.25 26.25 277.185	1057.75	-3.35217	0.459913
110.5 26.25 276.185	1058.75	-3.37217	-0.0500867
110.75 26.25 276.015	892.749	-3.23217	-1.03009
111 26.25 276.905	619.749	-2.75217	-1.92009
111.25 26.25 278.685	320.749	-2.23217	-2.25009
111.5 26.25 279.775	191.749	-2.10217	-1.86009
111.75 26.25 279.035	314.749	-2.24217	-1.10009
112 26.25 277.845	451.749	-2.40217	-0.540087
112.25 26.25 277.465	418.749	-2.35217	-0.560087
112.5 26.25 277.495	292.749	-1.58217	-1.19009
112.75 26.25 277.605	219.749	0.0778271	-1.87009
113 26.25 278.615	186.749	1.23783	-1.87009
